Calculation summary:						
						
Room ID	Room name	Analysis calculation				
						
						
Room 0X000087 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000006 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000025 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1_00001D (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000024 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000032 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1_00002E (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000085 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000021 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1_00001E (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000031 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000020 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000012 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000064 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000066 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00000F (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000067 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00007D (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00000A (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000023 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00006D (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00006C (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00006A (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00006D (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00006E (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 0_000027 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00001B (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000054 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000019 (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00001A (+1 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1C000009 (+1 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 1C00000A (+1 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 1C000006 (+1 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00000D (+1 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000039 (+1 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 1_00003A (+1 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000011 (+1 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 1_00003C (+1 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 1C000001 (+1 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000015 (+1 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 1C00000E (+1 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00005C (+1 Elevator)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000016 (+1 Elevator)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000038 (+1 Elevator)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00008F (+1 Elevator)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000074 (+1 Elevator)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00000B (+1 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.60%	3.00%	10.30%	0.19	0.06
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=4.273m?	Daylight illuminance	65.16 lux	348.41 lux	1184.29 lux	0.19	0.06
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0X000062 (+1 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.30%	5.60%	0	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=3.864m?	Daylight illuminance	0.31 lux	144.40 lux	641.85 lux	0	0
Margin=0.50 m	Sky view	0	0.78	1	0	0
						
						
						
Room 0X00005E (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000014 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000C4 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000013 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000033 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1_00001A (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000014 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000019 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000018 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000000 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000035 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000036 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000037 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000038 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000010 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000012 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000016 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1_000017 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000C5 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000093 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000AF (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000C6 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000005 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00001F (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000002 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000C7 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000021 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000008 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000022 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00001C (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000024 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000023 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000BB (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000A8 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000A9 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000097 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000076 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000026 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00002B (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000035 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000CA (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000009 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000A5 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00003B (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000096 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000000 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000A2 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000013 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000A1 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000B9 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000045 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000092 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00005D (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000CD (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000BC (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00003C (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000BE (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000B7 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000B8 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000099 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00005F (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000C1 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000B3 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00000C (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000073 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000071 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000047 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00006F (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000078 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000079 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00006C (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00007E (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00006A (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1V000004 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1V000001 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000020 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00007F (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000081 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000CC (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1V000002 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00004A (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000044 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000065 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000086 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000A0 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000060 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000B1 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000B2 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000B0 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000089 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00005A (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00008A (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000CE (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00000E (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00009F (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000D0 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000C3 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000004 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000053 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000CF (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000017 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000C9 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000049 (+1 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00000B (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00000C (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000004 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00000D (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000000 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00000E (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00000F (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000010 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000011 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000012 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000013 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000014 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000015 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000016 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000017 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000018 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000019 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00001A (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00001B (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00001C (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00001D (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00001E (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00001F (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000020 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000021 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000023 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000024 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000025 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000026 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000027 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000028 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2_000028 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000009 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000008 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000007 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000006 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000005 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000004 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000003 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000002 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000001 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B00000A (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000000 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B00002C (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2_000029 (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B00001B (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00000A (+2 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000039 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00003A (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00003B (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00003C (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00003D (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00003E (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00003F (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000040 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000041 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000042 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000043 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000044 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000045 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000046 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000047 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000048 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000049 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00004A (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00004B (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00004C (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00004D (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000008 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00004E (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00004F (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000050 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000051 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000052 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000053 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000054 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000055 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000056 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000057 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000058 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000040 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2_000011 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B00003F (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00002F (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000042 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000031 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000030 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000032 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00002E (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00002D (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00002C (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00002B (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B00002A (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000029 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000033 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000034 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000035 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000036 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000037 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1B000038 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000001 (+2 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 1C000005 (+2 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 2_00000B (+2 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 2C000008 (+2 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 1C000004 (+2 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 2C00000B (+2 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 2C000006 (+2 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 2C000009 (+2 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 1C000003 (+2 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 2C000007 (+2 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 2_000002 (+2 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 1C000002 (+2 Circulation)						
						
Analysis calculation needs to be performed						
						
						
Room 2_000024 (+2 Closet)						
						
Analysis calculation needs to be performed						
						
						
Room 2_00001F (+2 Closet)						
						
Analysis calculation needs to be performed						
						
						
Room 2_000021 (+2 Closet)						
						
Analysis calculation needs to be performed						
						
						
Room 2_000022 (+2 Closet)						
						
Analysis calculation needs to be performed						
						
						
Room 2_000023 (+2 Closet)						
						
Analysis calculation needs to be performed						
						
						
Room 2_000020 (+2 Closet)						
						
Analysis calculation needs to be performed						
						
						
Room 1K000000 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.60%	3.10%	10.40%	0.19	0.06
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=4.273m?	Daylight illuminance	67.60 lux	351.97 lux	1197.50 lux	0.19	0.06
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1K000001 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.60%	6.30%	0.01	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=3.864m?	Daylight illuminance	2.09 lux	182.45 lux	725.86 lux	0.01	0
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2_000000 (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2_00001B (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2_000004 (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2_000006 (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2_000003 (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2_00002A (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2_00001C (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2_000012 (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2_00001D (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2V000002 (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2V000007 (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2V000001 (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2V000006 (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2V000000 (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2V000004 (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2V000003 (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2V000005 (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2_000005 (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 2_000001 (+2 Void)						
						
Analysis calculation needs to be performed						
						
						
Room 3L000017 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3B000001 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3L00001A (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3L000018 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3B00000A (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3C000006 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3C000004 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3B00000C (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3B00000B (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3L000008 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3B000004 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3L000006 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3B000002 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000005 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000026 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3L00000C (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3C000002 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3B000014 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3L00000E (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3L000015 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3L000012 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000006 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B00000B (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B00000C (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B00000D (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B00000E (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000010 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000011 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000025 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000015 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000017 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000019 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3L000019 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000024 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000012 (+3 Bathroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2B000038 (+3 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3B000000 (+3 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 2L00001E (+3 Bedroom)						
						
Analysis calculation needs to be performed						
						
						
Room 3L000004 (+3 Bedroom)						
						
